player_id,stats_id,stats_value
9288,4,77
9288,5,2.9
9288,6,452
9288,7,11472
9288,8,1.09
9288,9,0.72
9288,10,0.12
9288,11,0.66
9288,12,0.08
9288,13,0.09
9288,14,5547
9288,15,1363
9288,16,1102
9288,17,1.24
9288,18,1.1
9288,19,79.10%
9288,20,17.90%
9288,21,5925
9288,22,3512
9288,23,1469
9288,24,454
9288,25,101
9288,26,11
9288,27,3205
9288,28,3251
9288,29,528
9288,30,1231
9288,31,54
9288,32,23
9288,33,1.06
885,1,29037
885,2,26340
885,3,46.60%
885,4,72.8
885,5,4.4
885,6,1559
885,7,40766
885,8,1.1
885,9,0.71
885,10,0.13
885,11,0.65
885,12,0.09
885,13,0.08
885,14,19497
885,15,4355
885,16,4110
885,17,1.06
885,18,1.03
885,19,76.60%
885,20,15.10%
885,21,21269
885,22,12275
885,23,5330
885,24,1559
885,25,302
885,26,31
885,27,17746
885,28,4005
885,29,1357
885,30,5331
885,31,413
885,32,214
885,33,1.06
5479,1,25493
5479,2,23890
5479,3,47.40%
5479,4,80.7
5479,5,4.9
5479,6,1313
5479,7,34614
5479,8,1.07
5479,9,0.74
5479,10,0.14
5479,11,0.69
5479,12,0.09
5479,13,0.09
5479,14,16897
5479,15,3831
5479,16,3737
5479,17,1.03
5479,18,1.04
5479,19,74.80%
5479,20,16.10%
5479,21,17717
5479,22,10501
5479,23,4587
5479,24,1459
5479,25,314
5479,26,36
5479,27,18561
5479,28,471
5479,29,1792
5479,30,4237
5479,31,382
5479,32,96
5479,33,1.06
11617,1,10305
11617,2,9931
11617,3,62.90%
11617,4,80.3
11617,5,4.9
11617,6,537
11617,7,13737
11617,8,1.04
11617,9,0.75
11617,10,0.12
11617,11,0.72
11617,12,0.11
11617,13,0.11
11617,14,6684
11617,15,1671
11617,16,1613
11617,17,1.04
11617,18,1.08
11617,19,72.00%
11617,20,17.70%
11617,21,7053
11617,22,4037
11617,23,1842
11617,24,657
11617,25,127
11617,26,21
11617,27,7535
11617,28,60
11617,29,469
11617,30,2111
11617,31,139
11617,32,16
11617,33,1.1
9686,1,16191
9686,2,14502
9686,3,31.90%
9686,4,73.2
9686,5,3.3
9686,6,897
9686,7,23347
9686,8,1.12
9686,9,0.69
9686,10,0.12
9686,11,0.62
9686,12,0.1
9686,13,0.1
9686,14,10996
9686,15,2957
9686,16,2250
9686,17,1.31
9686,18,1.14
9686,19,74.50%
9686,20,17.70%
9686,21,12351
9686,22,7054
9686,23,2890
9686,24,870
9686,25,163
9686,26,19
9686,27,4576
9686,28,8064
9686,29,592
9686,30,2785
9686,31,166
9686,32,49
9686,33,1.05
17011,1,7532
17011,2,6744
17011,3,46.70%
17011,4,77
17011,5,3.6
17011,6,396
17011,7,10659
17011,8,1.12
17011,9,0.71
17011,10,0.12
17011,11,0.63
17011,12,0.08
17011,13,0.09
17011,14,5166
17011,15,1199
17011,16,983
17011,17,1.22
17011,18,1.08
17011,19,72.60%
17011,20,16.10%
17011,21,5493
17011,22,3359
17011,23,1332
17011,24,391
17011,25,84
17011,26,0
17011,27,5469
17011,28,569
17011,29,327
17011,30,1080
17011,31,84
17011,32,26
17011,33,1.11
15683,1,10379
15683,2,9750
15683,3,59.30%
15683,4,79
15683,5,2.9
15683,6,540
15683,7,14298
15683,8,1.06
15683,9,0.73
15683,10,0.13
15683,11,0.68
15683,12,0.1
15683,13,0.1
15683,14,6823
15683,15,1638
15683,16,1699
15683,17,0.96
15683,18,1.04
15683,19,70.70%
15683,20,15.40%
15683,21,7475
15683,22,4178
15683,23,1869
15683,24,655
15683,25,107
15683,26,14
15683,27,7792
15683,28,101
15683,29,568
15683,30,1831
15683,31,67
15683,32,44
15683,33,1.11
9618,1,23191
9618,2,21037
9618,3,51.00%
9618,4,76.5
9618,5,4.4
9618,6,1253
9618,7,33161
9618,8,1.1
9618,9,0.7
9618,10,0.13
9618,11,0.63
9618,12,0.1
9618,13,0.11
9618,14,15639
9618,15,2523
9618,16,2509
9618,17,1.01
9618,18,0.92
9618,19,73.20%
9618,20,10.50%
9618,21,17522
9618,22,9932
9618,23,4176
9618,24,1242
9618,25,264
9618,26,25
9618,27,16842
9618,28,364
9618,29,1715
9618,30,3931
9618,31,326
9618,32,78
9618,33,1.05
5388,1,33812
5388,2,30796
5388,3,43.00%
5388,4,82
5388,5,7.5
5388,6,1757
5388,7,46953
5388,8,1.1
5388,9,0.72
5388,10,0.16
5388,11,0.66
5388,12,0.09
5388,13,0.09
5388,14,22894
5388,15,4845
5388,16,4113
5388,17,1.18
5388,18,1.04
5388,19,74.60%
5388,20,14.90%
5388,21,24059
5388,22,14496
5388,23,6246
5388,24,1825
5388,25,297
5388,26,30
5388,27,21723
5388,28,3916
5388,29,1780
5388,30,5507
5388,31,671
5388,32,257
5388,33,1.05
17145,1,21206
17145,2,19252
17145,3,42.30%
17145,4,77.1
17145,5,4.5
17145,6,1127
17145,7,30404
17145,8,1.1
17145,9,0.7
17145,10,0.13
17145,11,0.63
17145,12,0.08
17145,13,0.1
17145,14,14268
17145,15,2605
17145,16,2454
17145,17,1.06
17145,18,0.96
17145,19,72.20%
17145,20,11.90%
17145,21,16136
17145,22,9022
17145,23,3845
17145,24,1139
17145,25,233
17145,26,29
17145,27,16167
17145,28,492
17145,29,940
17145,30,3358
17145,31,263
17145,32,57
17145,33,1.1
10168,1,14489
10168,2,13618
10168,3,56.80%
10168,4,79.5
10168,5,3.6
10168,6,768
10168,7,19801
10168,8,1.06
10168,9,0.73
10168,10,0.14
10168,11,0.69
10168,12,0.1
10168,13,0.1
10168,14,9641
10168,15,1995
10168,16,1930
10168,17,1.03
10168,18,1.01
10168,19,71.00%
10168,20,13.90%
10168,21,10160
10168,22,6059
10168,23,2550
10168,24,816
10168,25,198
10168,26,18
10168,27,10743
10168,28,141
10168,29,952
10168,30,2511
10168,31,152
10168,32,21
10168,33,1.05
2544,1,7551
2544,2,6978
2544,3,27.30%
2544,4,71.7
2544,5,2
2544,6,398
2544,7,10626
2544,8,1.08
2544,9,0.71
2544,10,0.09
2544,11,0.66
2544,12,0.09
2544,13,0.09
2544,14,5061
2544,15,1275
2544,16,942
2544,17,1.35
2544,18,1.12
2544,19,74.50%
2544,20,17.50%
2544,21,5565
2544,22,3220
2544,23,1314
2544,24,418
2544,25,96
2544,26,13
2544,27,1140
2544,28,4956
2544,29,247
2544,30,1168
2544,31,43
2544,32,16
2544,33,1.07
10449,1,16229
10449,2,14827
10449,3,55.50%
10449,4,75.7
10449,5,3.6
10449,6,870
10449,7,22834
10449,8,1.09
10449,9,0.71
10449,10,0.12
10449,11,0.65
10449,12,0.1
10449,13,0.11
10449,14,10968
10449,15,2234
10449,16,1908
10449,17,1.17
10449,18,1.02
10449,19,72.40%
10449,20,13.90%
10449,21,11866
10449,22,7007
10449,23,2867
10449,24,903
10449,25,176
10449,26,15
10449,27,12309
10449,28,227
10449,29,535
10449,30,2959
10449,31,219
10449,32,43
10449,33,1.05
3849,1,37544
3849,2,35005
3849,3,36.60%
3849,4,76.2
3849,5,4
3849,6,1955
3849,7,51388
3849,8,1.07
3849,9,0.73
3849,10,0.14
3849,11,0.68
3849,12,0.08
3849,13,0.08
3849,14,24935
3849,15,7189
3849,16,6363
3849,17,1.13
3849,18,1.16
3849,19,76.30%
3849,20,20.20%
3849,21,26453
3849,22,15449
3849,23,6913
3849,24,2130
3849,25,407
3849,26,36
3849,27,14368
3849,28,12911
3849,29,1228
3849,30,7496
3849,31,602
3849,32,1001
3849,33,1.05
15940,1,15166
15940,2,14052
15940,3,52.10%
15940,4,77.9
15940,5,4.2
15940,6,785
15940,7,21220
15940,8,1.08
15940,9,0.71
15940,10,0.13
15940,11,0.66
15940,12,0.08
15940,13,0.08
15940,14,10143
15940,15,1899
15940,16,1811
15940,17,1.05
15940,18,0.97
15940,19,69.20%
15940,20,12.40%
15940,21,11077
15940,22,6398
15940,23,2691
15940,24,854
15940,25,176
15940,26,24
15940,27,11123
15940,28,231
15940,29,1151
15940,30,2466
15940,31,179
15940,32,56
15940,33,1.09
19926,1,10973
19926,2,9994
19926,3,34.80%
19926,4,72.2
19926,5,5.3
19926,6,591
19926,7,15808
19926,8,1.1
19926,9,0.69
19926,10,0.11
19926,11,0.63
19926,12,0.08
19926,13,0.09
19926,14,7361
19926,15,1913
19926,16,1554
19926,17,1.23
19926,18,1.11
19926,19,74.10%
19926,20,17.00%
19926,21,8447
19926,22,4657
19926,23,1937
19926,24,641
19926,25,111
19926,26,15
19926,27,4043
19926,28,4871
19926,29,190
19926,30,1701
19926,31,175
19926,32,55
19926,33,1.08
14759,1,15214
14759,2,14387
14759,3,48.70%
14759,4,82.2
14759,5,3.7
14759,6,768
14759,7,20592
14759,8,1.06
14759,9,0.74
14759,10,0.13
14759,11,0.7
14759,12,0.09
14759,13,0.09
14759,14,10122
14759,15,2427
14759,16,2290
14759,17,1.06
14759,18,1.07
14759,19,71.20%
14759,20,16.80%
14759,21,10470
14759,22,6338
14759,23,2725
14759,24,843
14759,25,183
14759,26,33
14759,27,11491
14759,28,173
14759,29,737
14759,30,2617
14759,31,135
14759,32,98
14759,33,1.11
11842,1,8110
11842,2,7557
11842,3,33.80%
11842,4,75.9
11842,5,1.5
11842,6,425
11842,7,11070
11842,8,1.07
11842,9,0.73
11842,10,0.1
11842,11,0.68
11842,12,0.07
11842,13,0.08
11842,14,5420
11842,15,1558
11842,16,1275
11842,17,1.22
11842,18,1.18
11842,19,73.40%
11842,20,20.70%
11842,21,5650
11842,22,3377
11842,23,1494
11842,24,457
11842,25,86
11842,26,6
11842,27,2720
11842,28,3573
11842,29,231
11842,30,1528
11842,31,57
11842,32,11
11842,33,1.09
7016,1,9305
7016,2,8614
7016,3,49.40%
7016,4,81.7
7016,5,3.8
7016,6,500
7016,7,12856
7016,8,1.08
7016,9,0.72
7016,10,0.17
7016,11,0.67
7016,12,0.13
7016,13,0.12
7016,14,6250
7016,15,1306
7016,16,1254
7016,17,1.04
7016,18,1.01
7016,19,74.70%
7016,20,14.10%
7016,21,6606
7016,22,3935
7016,23,1695
7016,24,509
7016,25,102
7016,26,9
7016,27,6800
7016,28,46
7016,29,659
7016,30,1724
7016,31,88
7016,32,15
7016,33,1.05
14602,1,9052
14602,2,8397
14602,3,31.20%
14602,4,74.2
14602,5,3.2
14602,6,472
14602,7,12716
14602,8,1.08
14602,9,0.71
14602,10,0.1
14602,11,0.66
14602,12,0.1
14602,13,0.11
14602,14,6050
14602,15,1426
14602,16,1194
14602,17,1.19
14602,18,1.07
14602,19,74.10%
14602,20,16.70%
14602,21,6666
14602,22,3819
14602,23,1601
14602,24,497
14602,25,125
14602,26,8
14602,27,2402
14602,28,4746
14602,29,267
14602,30,1543
14602,31,84
14602,32,32
14602,33,1.08
2469,1,31980
2469,2,29096
2469,3,41.00%
2469,4,73.5
2469,5,3.1
2469,6,1745
2469,7,45680
2469,8,1.1
2469,9,0.7
2469,10,0.12
2469,11,0.64
2469,12,0.09
2469,13,0.1
2469,14,21552
2469,15,4269
2469,16,3762
2469,17,1.13
2469,18,1
2469,19,74.50%
2469,20,13.30%
2469,21,24128
2469,22,13704
2469,23,5692
2469,24,1795
2469,25,329
2469,26,32
2469,27,19160
2469,28,5310
2469,29,1048
2469,30,6084
2469,31,326
2469,32,91
2469,33,1.05
5794,1,37751
5794,2,36211
5794,3,49.00%
5794,4,84.7
5794,5,8.2
5794,6,1953
5794,7,51605
5794,8,1.04
5794,9,0.73
5794,10,0.16
5794,11,0.7
5794,12,0.09
5794,13,0.09
5794,14,24485
5794,15,6162
5794,16,6265
5794,17,0.98
5794,18,1.06
5794,19,73.00%
5794,20,17.20%
5794,21,27120
5794,22,14806
5794,23,6775
5794,24,2338
5794,25,497
5794,26,69
5794,27,26945
5794,28,2296
5794,29,1304
5794,30,6539
5794,31,644
5794,32,95
5794,33,1.05
13054,1,10590
13054,2,10011
13054,3,48.40%
13054,4,80.2
13054,5,3.9
13054,6,564
13054,7,14357
13054,8,1.06
13054,9,0.74
13054,10,0.13
13054,11,0.7
13054,12,0.1
13054,13,0.1
13054,14,7020
13054,15,1931
13054,16,1927
13054,17,1
13054,18,1.12
13054,19,72.90%
13054,20,18.30%
13054,21,7337
13054,22,4348
13054,23,1926
13054,24,607
13054,25,126
13054,26,13
13054,27,7208
13054,28,1002
13054,29,518
13054,30,1726
13054,31,128
13054,32,44
13054,33,1.11
964,1,28048
964,2,25564
964,3,28.00%
964,4,73.9
964,5,4
964,6,1489
964,7,39475
964,8,1.1
964,9,0.71
964,10,0.11
964,11,0.65
964,12,0.08
964,13,0.09
964,14,18989
964,15,4836
964,16,3930
964,17,1.23
964,18,1.11
964,19,74.30%
964,20,17.80%
964,21,20486
964,22,12087
964,23,5072
964,24,1536
964,25,274
964,26,20
964,27,6302
964,28,15808
964,29,813
964,30,4672
964,31,413
964,32,77
964,33,1.05
10994,1,21743
10994,2,20242
10994,3,42.90%
10994,4,81.1
10994,5,4.1
10994,6,1120
10994,7,29840
10994,8,1.07
10994,9,0.73
10994,10,0.14
10994,11,0.68
10994,12,0.09
10994,13,0.1
10994,14,14585
10994,15,3383
10994,16,3138
10994,17,1.08
10994,18,1.06
10994,19,73.70%
10994,20,16.00%
10994,21,15255
10994,22,9161
10994,23,3973
10994,24,1193
10994,25,233
10994,26,25
10994,27,14788
10994,28,2122
10994,29,969
10994,30,3546
10994,31,271
10994,32,115
10994,33,1.12
15369,1,12310
15369,2,11124
15369,3,48.70%
15369,4,74.8
15369,5,4.3
15369,6,657
15369,7,17461
15369,8,1.11
15369,9,0.7
15369,10,0.12
15369,11,0.64
15369,12,0.1
15369,13,0.1
15369,14,8386
15369,15,1756
15369,16,1490
15369,17,1.18
15369,18,1.03
15369,19,75.30%
15369,20,14.40%
15369,21,9075
15369,22,5354
15369,23,2273
15369,24,634
15369,25,117
15369,26,8
15369,27,7726
15369,28,2197
15369,29,215
15369,30,2006
15369,31,148
15369,32,41
15369,33,1.1
7528,1,33075
7528,2,30004
7528,3,40.80%
7528,4,76.4
7528,5,4.2
7528,6,1791
7528,7,47130
7528,8,1.1
7528,9,0.7
7528,10,0.15
7528,11,0.64
7528,12,0.09
7528,13,0.1
7528,14,22418
7528,15,4166
7528,16,3869
7528,17,1.08
7528,18,0.97
7528,19,74.40%
7528,20,12.40%
7528,21,24712
7528,22,14335
7528,23,5934
7528,24,1795
7528,25,321
7528,26,33
7528,27,24818
7528,28,744
7528,29,1307
7528,30,5724
7528,31,378
7528,32,156
7528,33,1.05
17504,1,12891
17504,2,12282
17504,3,46.30%
17504,4,82.6
17504,5,4.7
17504,6,649
17504,7,17432
17504,8,1.05
17504,9,0.74
17504,10,0.14
17504,11,0.7
17504,12,0.09
17504,13,0.09
17504,14,8505
17504,15,2239
17504,16,2167
17504,17,1.03
17504,18,1.1
17504,19,72.40%
17504,20,18.30%
17504,21,8927
17504,22,5242
17504,23,2339
17504,24,744
17504,25,161
17504,26,19
17504,27,9774
17504,28,202
17504,29,704
17504,30,2083
17504,31,129
17504,32,27
17504,33,1.12
12018,1,15953
12018,2,14907
12018,3,55.30%
12018,4,78.5
12018,5,4.6
12018,6,832
12018,7,22223
12018,8,1.07
12018,9,0.72
12018,10,0.14
12018,11,0.67
12018,12,0.11
12018,13,0.12
12018,14,10631
12018,15,2338
12018,16,2269
12018,17,1.03
12018,18,1.02
12018,19,73.00%
12018,20,14.60%
12018,21,11592
12018,22,6664
12018,23,2845
12018,24,916
12018,25,179
12018,26,27
12018,27,12450
12018,28,161
12018,29,615
12018,30,2577
12018,31,167
12018,32,34
12018,33,1.11
8513,1,12452
8513,2,11848
8513,3,46.70%
8513,4,77.6
8513,5,3.4
8513,6,653
8513,7,17182
8513,8,1.05
8513,9,0.72
8513,10,0.13
8513,11,0.69
8513,12,0.1
8513,13,0.11
8513,14,8170
8513,15,2071
8513,16,2084
8513,17,0.99
8513,18,1.07
8513,19,74.10%
8513,20,17.00%
8513,21,9012
8513,22,5001
8513,23,2258
8513,24,737
8513,25,146
8513,26,28
8513,27,8085
8513,28,1511
8513,29,563
8513,30,2162
8513,31,122
8513,32,26
8513,33,1.05
11954,1,13998
11954,2,13241
11954,3,48.80%
11954,4,79.4
11954,5,5.4
11954,6,731
11954,7,19399
11954,8,1.06
11954,9,0.72
11954,10,0.15
11954,11,0.68
11954,12,0.11
11954,13,0.13
11954,14,9218
11954,15,2156
11954,16,2189
11954,17,0.98
11954,18,1.03
11954,19,73.40%
11954,20,15.80%
11954,21,10181
11954,22,5673
11954,23,2509
11954,24,855
11954,25,163
11954,26,18
11954,27,10972
11954,28,88
11954,29,607
11954,30,2144
11954,31,208
11954,32,20
11954,33,1.11
17147,1,11595
17147,2,11175
17147,3,57.20%
17147,4,83.1
17147,5,5.4
17147,6,575
17147,7,15349
17147,8,1.04
17147,9,0.76
17147,10,0.13
17147,11,0.73
17147,12,0.1
17147,13,0.1
17147,14,7622
17147,15,1759
17147,16,1770
17147,17,0.99
17147,18,1.05
17147,19,71.00%
17147,20,16.10%
17147,21,7727
17147,22,4667
17147,23,2097
17147,24,710
17147,25,136
17147,26,12
17147,27,9041
17147,28,176
17147,29,336
17147,30,1910
17147,31,147
17147,32,20
17147,33,1.1
12731,1,20009
12731,2,18104
12731,3,50.60%
12731,4,76.6
12731,5,4.1
12731,6,1099
12731,7,28808
12731,8,1.11
12731,9,0.69
12731,10,0.13
12731,11,0.63
12731,12,0.1
12731,13,0.11
12731,14,13627
12731,15,2444
12731,16,2320
12731,17,1.05
12731,18,0.96
12731,19,73.30%
12731,20,11.90%
12731,21,15181
12731,22,8772
12731,23,3551
12731,24,1103
12731,25,179
12731,26,22
12731,27,14096
12731,28,741
12731,29,1463
12731,30,3308
12731,31,197
12731,32,259
12731,33,1.1
9258,1,15002
9258,2,13962
9258,3,49.80%
9258,4,77.7
9258,5,2.6
9258,6,795
9258,7,20701
9258,8,1.07
9258,9,0.72
9258,10,0.13
9258,11,0.67
9258,12,0.1
9258,13,0.12
9258,14,10078
9258,15,2213
9258,16,2140
9258,17,1.03
9258,18,1.03
9258,19,71.30%
9258,20,15.10%
9258,21,10623
9258,22,6335
9258,23,2739
9258,24,843
9258,25,145
9258,26,16
9258,27,10613
9258,28,801
9258,29,741
9258,30,2714
9258,31,134
9258,32,33
9258,33,1.05
8543,1,8076
8543,2,7502
8543,3,31.30%
8543,4,71.5
8543,5,1.6
8543,6,429
8543,7,11195
8543,8,1.08
8543,9,0.72
8543,10,0.09
8543,11,0.67
8543,12,0.08
8543,13,0.1
8543,14,5421
8543,15,1319
8543,16,880
8543,17,1.5
8543,18,1.12
8543,19,76.70%
8543,20,18.60%
8543,21,5774
8543,22,3391
8543,23,1503
8543,24,436
8543,25,84
8543,26,7
8543,27,2545
8543,28,3905
8543,29,181
8543,30,1393
8543,31,51
8543,32,10
8543,33,1.05
4076,1,17911
4076,2,16694
4076,3,41.60%
4076,4,78.5
4076,5,2.7
4076,6,943
4076,7,25018
4076,8,1.07
4076,9,0.72
4076,10,0.15
4076,11,0.67
4076,12,0.11
4076,13,0.11
4076,14,12006
4076,15,2860
4076,16,2739
4076,17,1.04
4076,18,1.06
4076,19,74.70%
4076,20,16.30%
4076,21,13012
4076,22,7556
4076,23,3256
4076,24,952
4076,25,223
4076,26,19
4076,27,14074
4076,28,39
4076,29,1083
4076,30,2570
4076,31,164
4076,32,14
4076,33,1.11
3997,1,18549
3997,2,16810
3997,3,47.50%
3997,4,75.8
3997,5,4.5
3997,6,1008
3997,7,26413
3997,8,1.1
3997,9,0.7
3997,10,0.13
3997,11,0.64
3997,12,0.09
3997,13,0.11
3997,14,12673
3997,15,1933
3997,16,1661
3997,17,1.16
3997,18,0.93
3997,19,74.30%
3997,20,10.80%
3997,21,13740
3997,22,8159
3997,23,3368
3997,24,966
3997,25,156
3997,26,24
3997,27,13621
3997,28,302
3997,29,1086
3997,30,3346
3997,31,204
3997,32,33
3997,33,1.05
15072,1,7326
15072,2,6646
15072,3,36.60%
15072,4,74.6
15072,5,4.8
15072,6,398
15072,7,10487
15072,8,1.1
15072,9,0.7
15072,10,0.11
15072,11,0.63
15072,12,0.08
15072,13,0.09
15072,14,5012
15072,15,1214
15072,16,943
15072,17,1.29
15072,18,1.1
15072,19,75.00%
15072,20,16.90%
15072,21,5475
15072,22,3259
15072,23,1276
15072,24,401
15072,25,68
15072,26,8
15072,27,2604
15072,28,3064
15072,29,357
15072,30,1147
15072,31,137
15072,32,58
15072,33,1.09
11748,1,11650
11748,2,10558
11748,3,27.40%
11748,4,72.4
11748,5,3.7
11748,6,640
11748,7,16832
11748,8,1.1
11748,9,0.69
11748,10,0.11
11748,11,0.63
11748,12,0.07
11748,13,0.08
11748,14,7934
11748,15,1948
11748,16,1683
11748,17,1.16
11748,18,1.08
11748,19,76.30%
11748,20,17.10%
11748,21,8898
11748,22,5105
11748,23,2087
11748,24,606
11748,25,127
11748,26,9
11748,27,3059
11748,28,5846
11748,29,589
11748,30,2008
11748,31,157
11748,32,29
11748,33,1.07
13578,1,16813
13578,2,16097
13578,3,48.10%
13578,4,78.1
13578,5,3.5
13578,6,892
13578,7,23471
13578,8,1.04
13578,9,0.72
13578,10,0.13
13578,11,0.69
13578,12,0.12
13578,13,0.13
13578,14,11013
13578,15,2331
13578,16,2465
13578,17,0.95
13578,18,0.99
13578,19,73.20%
13578,20,14.10%
13578,21,12458
13578,22,6811
13578,23,2923
13578,24,991
13578,25,257
13578,26,31
13578,27,12834
13578,28,130
13578,29,739
13578,30,2992
13578,31,146
13578,32,17
13578,33,1.1
13188,1,11657
13188,2,10854
13188,3,46.40%
13188,4,79.2
13188,5,4.8
13188,6,626
13188,7,16210
13188,8,1.07
13188,9,0.72
13188,10,0.15
13188,11,0.67
13188,12,0.1
13188,13,0.11
13188,14,7836
13188,15,1705
13188,16,1715
13188,17,0.99
13188,18,1.02
13188,19,75.40%
13188,20,14.90%
13188,21,8374
13188,22,4949
13188,23,2089
13188,24,674
13188,25,112
13188,26,12
13188,27,7896
13188,28,583
13188,29,960
13188,30,2047
13188,31,168
13188,32,23
13188,33,1.11
13239,1,23498
13239,2,21535
13239,3,56.30%
13239,4,77.4
13239,5,4.8
13239,6,1269
13239,7,33537
13239,8,1.09
13239,9,0.7
13239,10,0.13
13239,11,0.64
13239,12,0.09
13239,13,0.1
13239,14,15888
13239,15,3552
13239,16,3290
13239,17,1.08
13239,18,1.03
13239,19,70.60%
13239,20,14.10%
13239,21,17649
13239,22,10084
13239,23,4290
13239,24,1246
13239,25,244
13239,26,24
13239,27,18090
13239,28,322
13239,29,1175
13239,30,3607
13239,31,278
13239,32,88
13239,33,1.11
11250,1,19554
11250,2,17753
11250,3,55.30%
11250,4,74
11250,5,3.7
11250,6,1069
11250,7,28457
11250,8,1.1
11250,9,0.69
11250,10,0.11
11250,11,0.62
11250,12,0.08
11250,13,0.1
11250,14,13288
11250,15,2124
11250,16,1924
11250,17,1.1
11250,18,0.93
11250,19,71.70%
11250,20,10.70%
11250,21,15169
11250,22,8548
11250,23,3471
11250,24,1031
11250,25,219
11250,26,19
11250,27,15374
11250,28,128
11250,29,650
11250,30,3202
11250,31,213
11250,32,53
11250,33,1.07
10589,1,9899
10589,2,9295
10589,3,50.80%
10589,4,81.1
10589,5,3.7
10589,6,516
10589,7,13467
10589,8,1.06
10589,9,0.74
10589,10,0.14
10589,11,0.69
10589,12,0.08
10589,13,0.1
10589,14,6659
10589,15,1052
10589,16,1053
10589,17,1
10589,18,0.93
10589,19,72.60%
10589,20,11.60%
10589,21,6808
10589,22,4185
10589,23,1834
10589,24,524
10589,25,106
10589,26,10
10589,27,7534
10589,28,57
10589,29,367
10589,30,1834
10589,31,109
10589,32,13
10589,33,1.05
12937,1,9790
12937,2,8809
12937,3,34.70%
12937,4,71.3
12937,5,3
12937,6,529
12937,7,14082
12937,8,1.11
12937,9,0.7
12937,10,0.1
12937,11,0.63
12937,12,0.09
12937,13,0.11
12937,14,6755
12937,15,1615
12937,16,1224
12937,17,1.32
12937,18,1.1
12937,19,73.00%
12937,20,16.60%
12937,21,7327
12937,22,4418
12937,23,1742
12937,24,499
12937,25,89
12937,26,7
12937,27,3317
12937,28,4460
12937,29,378
12937,30,1559
12937,31,90
12937,32,20
12937,33,1.08
10892,1,16750
10892,2,15402
10892,3,53.10%
10892,4,79
10892,5,5.2
10892,6,926
10892,7,23830
10892,8,1.09
10892,9,0.7
10892,10,0.15
10892,11,0.65
10892,12,0.11
10892,13,0.12
10892,14,11318
10892,15,2422
10892,16,2286
10892,17,1.06
10892,18,1.01
10892,19,73.90%
10892,20,13.80%
10892,21,12512
10892,22,7185
10892,23,3027
10892,24,923
10892,25,173
10892,26,10
10892,27,12507
10892,28,304
10892,29,689
10892,30,2994
10892,31,246
10892,32,81
10892,33,1.12
7964,1,27065
7964,2,24531
7964,3,27.60%
7964,4,73.3
7964,5,4.6
7964,6,1475
7964,7,38976
7964,8,1.1
7964,9,0.69
7964,10,0.11
7964,11,0.63
7964,12,0.09
7964,13,0.08
7964,14,18532
7964,15,4972
7964,16,3775
7964,17,1.32
7964,18,1.14
7964,19,75.30%
7964,20,18.60%
7964,21,20444
7964,22,12006
7964,23,4844
7964,24,1390
7964,25,268
7964,26,24
7964,27,6605
7964,28,13070
7964,29,2144
7964,30,4790
7964,31,367
7964,32,172
7964,33,1.04
13843,1,8479
13843,2,7731
13843,3,40.30%
13843,4,71
13843,5,2.8
13843,6,454
13843,7,12275
13843,8,1.1
13843,9,0.69
13843,10,0.09
13843,11,0.63
13843,12,0.09
13843,13,0.1
13843,14,5748
13843,15,1320
13843,16,1005
13843,17,1.31
13843,18,1.07
13843,19,70.10%
13843,20,15.40%
13843,21,6527
13843,22,3674
13843,23,1515
13843,24,466
13843,25,88
13843,26,5
13843,27,2884
13843,28,3894
13843,29,144
13843,30,1499
13843,31,66
13843,32,24
13843,33,1.07
10610,1,18323
10610,2,16980
10610,3,49.20%
10610,4,75.1
10610,5,3.4
10610,6,978
10610,7,26051
10610,8,1.08
10610,9,0.7
10610,10,0.11
10610,11,0.65
10610,12,0.1
10610,13,0.1
10610,14,12351
10610,15,2432
10610,16,2263
10610,17,1.07
10610,18,0.99
10610,19,71.60%
10610,20,13.00%
10610,21,13700
10610,22,7858
10610,23,3274
10610,24,987
10610,25,204
10610,26,28
10610,27,13187
10610,28,814
10610,29,988
10610,30,3113
10610,31,215
10610,32,54
10610,33,1.08
8124,1,23631
8124,2,21705
8124,3,32.40%
8124,4,73.8
8124,5,3.2
8124,6,1279
8124,7,33713
8124,8,1.09
8124,9,0.7
8124,10,0.12
8124,11,0.64
8124,12,0.09
8124,13,0.09
8124,14,16050
8124,15,3711
8124,16,2752
8124,17,1.35
8124,18,1.08
8124,19,74.30%
8124,20,16.10%
8124,21,17663
8124,22,10292
8124,23,4253
8124,24,1219
8124,25,258
8124,26,28
8124,27,5078
8124,28,11946
8124,29,1134
8124,30,5142
8124,31,290
8124,32,78
8124,33,1.04
11485,1,17732
11485,2,16298
11485,3,39.60%
11485,4,77.1
11485,5,3.7
11485,6,1004
11485,7,25565
11485,8,1.09
11485,9,0.69
11485,10,0.15
11485,11,0.64
11485,12,0.09
11485,13,0.08
11485,14,11968
11485,15,2470
11485,16,2493
11485,17,0.99
11485,18,0.99
11485,19,76.40%
11485,20,12.90%
11485,21,13597
11485,22,7608
11485,23,3183
11485,24,970
11485,25,187
11485,26,20
11485,27,12729
11485,28,369
11485,29,1400
11485,30,2987
11485,31,228
11485,32,63
11485,33,1.1
8394,1,28608
8394,2,26504
8394,3,52.90%
8394,4,78.5
8394,5,3.9
8394,6,1530
8394,7,40253
8394,8,1.08
8394,9,0.71
8394,10,0.14
8394,11,0.66
8394,12,0.09
