player_id,stats_id,stats_value
9884,22,4167
9884,23,1920
9884,24,672
9884,25,124
9884,26,23
9884,27,8173
9884,28,205
9884,29,404
9884,30,1766
9884,31,91
9884,32,16
9884,33,1.12
8412,1,24903
8412,2,20679
8412,3,49.70%
8412,4,77
8412,5,3.2
8412,6,1283
8412,7,33620
8412,8,1.2
8412,9,0.74
8412,10,0.12
8412,11,0.62
8412,12,0.08
8412,13,0.11
8412,14,16695
8412,15,2721
8412,16,2236
8412,17,1.22
8412,18,0.96
8412,19,74.30%
8412,20,11.20%
8412,21,16925
8412,22,10474
8412,23,4539
8412,24,1418
8412,25,237
8412,26,27
8412,27,19438
8412,28,349
8412,29,272
8412,30,4561
8412,31,296
8412,32,45
8412,33,1.11
13238,1,9304
13238,2,7896
13238,3,36.10%
13238,4,76.9
13238,5,2
13238,6,476
13238,7,12393
13238,8,1.18
13238,9,0.75
13238,10,0.1
13238,11,0.64
13238,12,0.08
13238,13,0.09
13238,14,6199
13238,15,1542
13238,16,1102
13238,17,1.4
13238,18,1.14
13238,19,73.10%
13238,20,17.50%
13238,21,6194
13238,22,3885
13238,23,1655
13238,24,538
13238,25,110
13238,26,11
13238,27,3249
13238,28,3987
13238,29,349
13238,30,1649
13238,31,63
13238,32,27
13238,33,1.14
12733,1,24769
12733,2,20066
12733,3,24.90%
12733,4,72.4
12733,5,2.2
12733,6,1282
12733,7,34452
12733,8,1.23
12733,9,0.72
12733,10,0.08
12733,11,0.58
12733,12,0.07
12733,13,0.08
12733,14,16798
12733,15,5002
12733,16,3073
12733,17,1.63
12733,18,1.24
12733,19,74.90%
12733,20,20.80%
12733,21,17654
12733,22,10662
12733,23,4559
12733,24,1337
12733,25,222
12733,26,18
12733,27,2339
12733,28,17549
12733,29,825
12733,30,3919
12733,31,175
12733,32,47
12733,33,1.15
15662,1,14696
15662,2,12200
15662,3,36.50%
15662,4,74.3
15662,5,2.7
15662,6,754
15662,7,20154
15662,8,1.2
15662,9,0.73
15662,10,0.09
15662,11,0.61
15662,12,0.09
15662,13,0.11
15662,14,9854
15662,15,2584
15662,16,1670
15662,17,1.55
15662,18,1.17
15662,19,74.10%
15662,20,18.60%
15662,21,10300
15662,22,6195
15662,23,2676
15662,24,805
15662,25,156
15662,26,22
15662,27,4279
15662,28,7548
15662,29,239
15662,30,2509
15662,31,139
15662,32,27
15662,33,1.15
10394,1,26811
10394,2,22783
10394,3,62.30%
10394,4,76.9
10394,5,3.4
10394,6,1394
10394,7,36637
10394,8,1.18
10394,9,0.73
10394,10,0.11
10394,11,0.62
10394,12,0.1
10394,13,0.12
10394,14,17685
10394,15,3212
10394,16,2943
10394,17,1.09
10394,18,0.97
10394,19,73.90%
10394,20,12.20%
10394,21,18952
10394,22,10984
10394,23,4732
10394,24,1563
10394,25,356
10394,26,50
10394,27,19443
10394,28,782
10394,29,1240
10394,30,5120
10394,31,239
10394,32,65
10394,33,1.11
8943,1,14145
8943,2,12334
8943,3,38.40%
8943,4,78.5
8943,5,3.5
8943,6,722
8943,7,18651
8943,8,1.15
8943,9,0.76
8943,10,0.11
8943,11,0.66
8943,12,0.09
8943,13,0.09
8943,14,9213
8943,15,2658
8943,16,1858
8943,17,1.43
8943,18,1.21
8943,19,73.60%
8943,20,20.10%
8943,21,9438
8943,22,5577
8943,23,2549
8943,24,897
8943,25,171
8943,26,19
8943,27,4741
8943,28,6178
8943,29,525
8943,30,2539
8943,31,167
8943,32,24
8943,33,1.11
14736,1,8304
14736,2,6898
14736,3,49.50%
14736,4,77.8
14736,5,3.5
14736,6,426
14736,7,11279
14736,8,1.2
14736,9,0.74
14736,10,0.12
14736,11,0.61
14736,12,0.09
14736,13,0.12
14736,14,5602
14736,15,1008
14736,16,777
14736,17,1.3
14736,18,1
14736,19,75.40%
14736,20,12.60%
14736,21,5677
14736,22,3557
14736,23,1494
14736,24,452
14736,25,92
14736,26,7
14736,27,6750
14736,28,50
14736,29,201
